Wikidata ID,WD CY,WD EN,WLC CY,WLC EN,Authority / Area,Settlement type
Q2148274,Rhos-fawr,Rhos-fawr,Rhos-fawr,Rhos-fawr,Gwynedd,village
Q7304968,Rhos-goch,Red Roses,Rhos-goch,Red Roses,Carmarthenshire,village
Q107033421,Rhos-goch,Rhos-goch,Rhos-goch,Rhos-goch,Powys,village
Q20007218,Rhos-hyl,Rhoshill,Rhos-hyl,Rhos-hyl,Pembrokeshire,village
Q17488345,Rhos-maen,Rhos-maen,Rhos-maen,Rhos-maen,Carmarthenshire,village
Q20595158,Rhos-y-beddau,Rhos-y-beddau,,,Powys,village
Q15272454,Rhos-y-bol,Rhosybol,Rhos-y-bol,Rhos-y-bol,Isle of Anglesey,village
Q20595168,Rhos-y-brithdir,Rhosybrithdir,Rhosybrithdir,Rhosybrithdir,Powys,village
Q7368124,Rhos-y-bwlch,"Rosebush, Pembrokeshire",Rosebush,Rosebush,Pembrokeshire,village
Q15987586,Rhos-y-garth,Rhos-y-garth,Rhos-y-garth,Rhos-y-garth,Ceredigion,hamlet
Q12266537,Rhos-y-gwaliau,Rhos-y-gwaliau,Rhosygwaliau,Rhosygwaliau,Llangywer,hamlet
Q107033424,Rhos-y-llan,Rhos-y-llan,Rhos-y-llan,Rhos-y-llan,Gwynedd,human settlement
Q20595178,Rhos-y-meirch,Rhos-y-meirch,Rhos-y-meirch,Rhos-y-meirch,Powys,hamlet
Q107033426,Rhos-y-waun,Rhos-y-waun,Rhos-y-waun,Rhos-y-waun,Wrexham County Borough,suburb
Q13131040,"Rhos, Sir Gaerfyrddin",Rhos,Rhos,Rhos,Carmarthenshire,village
Q13131043,Rhosaman,Rhosaman,Rhosaman,Rhosaman,Carmarthenshire,village
Q16741998,Rhosbeirio,Rhosbeirio,Rhosbeirio,Rhosbeirio,Anglesey,village
Q3401042,Rhoscolyn,Rhoscolyn,Rhoscolyn,Rhoscolyn,Isle of Anglesey,community
Q7321488,Rhoscrowdder,Rhoscrowther,Rhoscrowdder,Rhoscrowdder,Angle,village
Q7321489,Rhosddu,Rhosddu,Rhos-ddu,Rhos-ddu,Wrexham County Borough,community
Q107033420,Rhosdylluan,Rhosdylluan,Rhosdylluan,Rhosdylluan,Gwynedd,hamlet
Q7321490,Rhosesmor,Rhosesmor,Rhosesmor,Rhosesmor,Flintshire,village
Q7368291,Rhosfarced,Rosemarket,Rosemarket,Rosemarket,Pembrokeshire,village
Q20595227,Rhosferig,Rhosferig,,,Powys,village
Q3396925,Rhosgadfan,Rhosgadfan,Rhosgadfan,Rhosgadfan,Gwynedd,village
Q7321491,Rhosgoch,Rhosgoch,Rhos-goch,Rhos-goch,Anglesey,village
Q107033422,Rhosgyll,Rhosgyll,Rhosgyll,Rhosgyll,Gwynedd,territory
Q28731132,Rhoshirwaun,Rhoshirwaun,Rhoshirwaun,Rhoshirwaun,Gwynedd,village
Q2148317,Rhosili,Rhossili,Rhosili,Rhosili,City and County of Swansea,village
Q14508708,Rhoslan,Rhoslan,Rhos-lan,Rhos-lan,Gwynedd,village
Q20595246,Rhoslefain,Rhoslefain,Rhoslefain,Rhoslefain,Gwynedd,hamlet
Q616452,Rhosllannerchrugog,Rhosllanerchrugog,Rhosllannerchrugog,Rhosllannerchrugog,Wrexham County Borough,village
Q7321498,Rhosmeirch,Rhosmeirch,Rhos-meirch,Rhos-meirch,Anglesey,village
Q7321494,Rhosneigr,Rhosneigr,Rhosneigr,Rhosneigr,Anglesey,village
Q7321495,Rhosnesni,Rhosnesni,Rhosnesni,Rhosnesni,Wrexham County Borough,village
Q7321500,Rhosrobin,Rhosrobin,Rhosrobin,Rhosrobin,Gwersyllt,village
Q20595296,Rhosson,Rhosson,,,St David's and the Cathedral Close,hamlet
Q2913637,Rhostrehwfa,Rhostrehwfa,Rhostrehwfa,Rhostrehwfa,Anglesey,village
Q11015816,Rhostryfan,Rhostryfan,Rhostryfan,Rhostryfan,Gwynedd,village
Q7321505,Rhostyllen,Rhostyllen,Rhostyllen,Rhostyllen,Wrexham County Borough,village
Q107033423,Rhosycaerau,Rhosycaerau,Rhosycaerau,Rhosycaerau,Pembrokeshire,hamlet
Q16034744,Rhosydd,Rhosydd,,,Anglesey,village
Q16247837,Rhosygadair Newydd,Rhosygadair Newydd,,,Ceredigion,village
Q26300792,Rhosymadoc,Rhos Y Madoc,Rhosymadoc,Rhosymadoc,Wrexham County Borough,hamlet
Q7321514,Rhosymedre,Rhosymedre,Rhosymedre,Rhosymedre,Wrexham County Borough,village
Q107033425,Rhosyn-coch,Rhosyn-coch,Rhosyn-coch,Rhosyn-coch,Carmarthenshire,human settlement
Q20571949,Rhosyr,Rhosyr,,,Isle of Anglesey,community
Q20595456,Rhuallt,Rhuallt,Rhuallt,Rhuallt,Tremeirchion,village
Q1807193,Rhuddlan,Rhuddlan,Rhuddlan,Rhuddlan,Denbighshire,town
Q15987473,"Rhuddlan, Ceredigion",Rhuddlan,Rhuddlan,Rhuddlan,Llanwenog,hamlet
Q1013633,Rhuthun,Ruthin,Rhuthun,Ruthin,Denbighshire,town
Q7321592,Rhyd,Rhyd,Rhyd,Rhyd,Gwynedd,hamlet
Q13131061,Rhyd Edwin,Edwinsford,Rhyd Edwin,Edwinsford,Carmarthenshire,human settlement
Q7321610,Rhyd Talog,Rhydtalog,Rhytalog,Rhytalog,Flintshire,hamlet
Q1899529,Rhyd-ddu,Rhyd-ddu,Rhyd-ddu,Rhyd-ddu,Gwynedd,village
Q20595635,Rhyd-esgyn,Rhyd-esgyn,,,Powys,village
Q16247844,Rhyd-lwyd,Rhyd-lwyd,,,Ceredigion,village
Q16335787,Rhyd-Meirionnydd,Rhyd-Meirionnydd,,,Ceredigion,village
Q107033430,Rhyd-wen,Rhyd-wen,Rhyd-wen,Rhyd-wen,Carmarthenshire,territory
Q15987585,Rhyd-y-Beillen,Rhyd-y-Beillen,,,Ceredigion,village
Q107032896,Rhyd-y-blew,Carmeltown,Rhyd-y-blew,Carmeltown,Blaenau Gwent County Borough,suburb
Q44496471,Rhyd-y-bont,Rhyd-y-bont,,,Llanybydder,village
Q107032897,Rhyd-y-Brown,Rhyd-y-Brown,Rhyd-y-Brown,Rhyd-y-Brown,Pembrokeshire,human settlement
Q107032898,Rhyd-y-car,Rhyd-y-car,Rhyd-y-car,Rhyd-y-car,Merthyr Tydfil County Borough,suburb
Q13131056,Rhyd-y-ceirw,Rhyd-y-ceirw,,,Llanarmon-yn-Iâl,hamlet
Q7321601,Rhyd-y-foel,Rhyd y Foel,Rhyd-y-foel,Rhyd-y-foel,Conwy County Borough,village
Q13131059,Rhyd-y-fro,Rhyd-y-fro,Rhyd-y-fro,Rhyd-y-fro,Neath Port Talbot County Borough,village
Q107032903,Rhyd-y-gwin,Rhyd-y-gwin,Rhyd-y-gwin,Rhyd-y-gwin,City and County of Swansea,village
Q107032905,Rhyd-y-meirch,Rhyd-y-meirch,Rhyd-y-meirch,Rhyd-y-meirch,Monmouthshire,human settlement
Q7321614,Rhyd-y-mwyn,Rhydymwyn,Rhyd-y-mwyn,Rhyd-y-mwyn,Flintshire,village
Q107032908,Rhyd-y-sarn,Rhyd-y-sarn,Rhyd-y-sarn,Rhyd-y-sarn,Gwynedd,human settlement
Q20595659,Rhyd-y-Wernen,Rhyd-y-Wernen,,,Powys,village
Q13131057,Rhyd-y-wrach,Rhyd-y-wrach,Rhyd-y-wrach,Rhyd-y-wrach,Carmarthenshire,hamlet
Q15987584,"Rhyd, Ceredigion",Rhyd,,,Ceredigion,village
Q2472406,Rhydaman,Ammanford,Rhydaman,Ammanford,Carmarthenshire,town
Q7321597,Rhydargaeau,Rhydargaeau,Rhydargaeau,Rhydargaeau,Carmarthenshire,village
Q15987583,Rhydcolomennod,Pigeon's Ford,,,Ceredigion,village
Q7321602,Rhydcymerau,Rhydcymerau,Rhydcymerau,Rhydcymerau,Carmarthenshire,village
Q5070823,"Rhydgaled, Ceredigion",Chancery,Rhydgaled,Chancery,Ceredigion,hamlet
Q107033427,Rhyding,Rhyding,Rhyding,Rhyding,Neath Port Talbot County Borough,suburb
Q7321604,Rhydlafar,Rhydlafar,Rhydlafar,Rhydlafar,Wales,geographical feature
Q7321606,Rhydlewis,Rhydlewis,Rhydlewis,Rhydlewis,Ceredigion,village
Q107033428,Rhydlios,Rhydlios,Rhydlios,Rhydlios,Gwynedd,territory
Q20595685,Rhydlydan,Rhydlydan,Rhydlydan,Rhydlydan,Pentrefoelas,hamlet
Q20595697,Rhydlydan,Rhydlydan,Rhydlydan,Rhydlydan,Caersws,hamlet
Q7321608,"Rhydowen, Ceredigion",Rhydowen,Rhydowen,Rhydowen,Ceredigion,village
Q13131069,"Rhydowen, Sir Gaerfyrddin",Rhydowen,Rhydowen,Rhydowen,Carmarthenshire,hamlet
Q7377542,Rhydri,Rudry,Rhydri,Rudry,Caerphilly County Borough,community
Q15987582,Rhydroser,Rhyd-Rosser,Rhydroser,Rhydroser,Ceredigion,hamlet
Q107033429,Rhydsarnau,Rhydsarnau,Rhydsarnau,Rhydsarnau,Carmarthenshire,territory
Q24182549,Rhyduchaf,Rhyd-uchaf,Rhyduchaf,Rhyduchaf,Gwynedd,hamlet
Q20595643,Rhydwilym,Rhydwilym,Rhydwilym,Rhydwilym,Pembrokeshire,hamlet
Q7321611,Rhydwyn,Rhydwyn,Rhyd-wyn,Rhyd-wyn,Anglesey,village
Q3402480,Rhydyclafdy,Rhydyclafdy,Rhydyclafdy,Rhydyclafdy,Gwynedd,village
Q3402947,Rhydycroesau,Rhydycroesau,Rhydycroesau,Rhydycroesau,Llansilin,hamlet
Q107032900,Rhydyfelin,Rhydyfelin,Rhydyfelin,Rhydyfelin,Carmarthenshire,human settlement
Q13131065,Rhydyfelin,Rhydyfelin,Rhydyfelin,Rhydyfelin,Ceredigion,village
Q7321615,Rhydyfelin,Rhydyfelin,Rhydfelen,Rhydfelen,Rhondda Cynon Taf,village
Q20595715,Rhydyfelin,Rhydyfelin,,,Aberhafesp,hamlet
Q107032902,Rhydygele,Rhydygele,Rhydygele,Rhydygele,Pembrokeshire,human settlement
Q107032904,Rhydygwystl,Rhydygwystl,Rhydygwystl,Rhydygwystl,Gwynedd,human settlement
Q13131064,Rhydymain,Rhydymain,Rhyd-y-main,Rhyd-y-main,Gwynedd,hamlet
Q20595725,Rhydymeudwy,Rhydymeudwy,Rhydymeudwy,Rhydymeudwy,Denbighshire,hamlet
Q107032906,Rhydypandy,Rhydypandy,Rhydypandy,Rhydypandy,City and County of Swansea,territory
Q7321618,Rhydypennau,Rhydypennau,Rhydypennau,Rhydypennau,Ceredigion,village
Q107032907,Rhydyronnen,Rhydyronnen,Rhydyronnen,Rhydyronnen,Gwynedd,hamlet
Q3401116,Rhymni,Rhymney,Rhymni,Rhymney,Caerphilly County Borough,town
Q107032909,Rhyndwyglydach,Rhyndwyglydach,Rhyndwyglydach,Rhyndwyglydach,City and County of Swansea,parish
Q24182412,Ridgeway,Ridgeway,Ridgeway,Ridgeway,Allt-yr-yn,suburb
Q107032911,Ridleywood,Ridleywood,Ridleywood,Ridleywood,Wrexham County Borough,hamlet
Q20593740,Rinaston,Rinaston,,,Ambleston,hamlet
Q7334910,Ringland,Ringland,Ringland,Ringland,City of Newport,community
Q20593763,Robeston Back,Robeston Back,Robeston Back,Robeston Back,Pembrokeshire,hamlet
Q20593772,Robeston Cross,Robeston Cross,,,Walwyn's Castle,hamlet
Q20007219,Robeston Wathen,Robeston Wathen,Robeston Wathen,Robeston Wathen,Pembrokeshire,village
Q20593784,Robeston West,Robeston West,Robeston West,Robeston West,Pembrokeshire,hamlet
Q107032912,Roch Gate,Roch Gate,Roch Gate,Roch Gate,Pembrokeshire,human settlement
Q7359416,Rogiet,Rogiet,Rogiet,Rogiet,Monmouthshire,village
Q65296980,Rose Valley,Rose Valley,Rose Valley,Rose Valley,Pembroke,locality
Q3399502,Rowen,Rowen,,,Conwy County Borough,village
Q16548105,Rudbaxton,Rudbaxton,Rudbaxton,Rudbaxton,Pembrokeshire,community
Q20595995,Sageston,Sageston,Sageston,Sageston,Pembrokeshire,village
Q7592977,Sain Dunwyd,St Donats,Sain Dunwyd,St Donats,Vale of Glamorgan,village
Q390036,Sain Ffagan,St Fagans,Sain Ffagan,St Fagans,City and County of Cardiff,village
Q7593074,Sain Fflwrens,St Florence,St Florence,St Florence,Pembrokeshire,village
Q7592714,Sain Ffrêd,St Brides,,,Pembrokeshire,village
Q7590820,Sain Nicolas,St. Nicholas,Sain Nicolas,St Nicholas,Vale of Glamorgan,village
Q24342145,Sain Nicolas a Thresimwn,St Nicholas and Bonvilston,,,Vale of Glamorgan,community
Q7593879,Sain Silian,St Julians,Sain Silian,St Julians,,district
Q19609293,Sain Siorys,St Georges-super-Ely,,,Vale of Glamorgan,village
Q3400328,Sain Tathan,St Athan,Sain Tathan,St Athan,Vale of Glamorgan,village
Q7586941,Saint Andras,St. Andrews Major,Saint Andras,St Andrews Major,Vale of Glamorgan,hamlet
Q7593307,Saint Harmon,Saint Harmon,Saint Harmon,Saint Harmon,Powys,village
Q7593371,Saint Hilari,St Hilary,Saint Hilari,St Hilary,Vale of Glamorgan,village
Q7592715,Saint-y-brid,St Brides Major,Saint-y-brid,St Brides Major,Vale of Glamorgan,village
Q7587365,Saint-y-brid,St. Brides Netherwent,Saint-y-brid,St Brides Netherwent,Monmouthshire,village
Q16249962,Saint-y-brid,St Bride's Major,,,Vale of Glamorgan,community
Q107032913,Saint-y-nyll,Saint-y-nyll,Saint-y-nyll,Saint-y-nyll,Vale of Glamorgan,human settlement
Q13131180,Saith Maen,Saith Maen,Saith Maen,Saith Maen,Powys,stone row
Q10968561,Salem,Salem,Salem,Salem,Ceredigion,human settlement
Q13131178,Salem,Salem,,,Carmarthenshire,village
Q107032914,Saltmarsh,Saltmarsh,Saltmarsh,Saltmarsh,City of Newport,hamlet
Q24667940,Saltney,Saltney,Saltney,Saltney,Flintshire,community
Q20596108,Saltney Ferry,Saltney Ferry,,,Flintshire,hamlet
Q7417111,San-Dŷ,"Sandy, Carmarthenshire",,,Carmarthenshire,village
Q2085995,Sanclêr,St Clears,Sanclêr,St Clears,Carmarthenshire,town
Q20596128,Sandy Haven,Sandy Haven,Sandy Haven,Sandy Haven,Pembrokeshire,hamlet
Q107032916,Sandy Lane,Sandy Lane,Sandy Lane,Sandy Lane,Wrexham County Borough,hamlet
Q13131201,Sandycroft,Sandycroft,Sandycroft,Sandycroft,Flintshire,village
Q7423818,Sardis,Sardis,Sardis,Sardis,Saundersfoot,hamlet
Q20007220,"Sardis, Sir Benfro",Sardis,,,Burton,village
Q107032915,Sarn,Sarn,Sarn,Sarn,Flintshire,hamlet
Q7424317,Sarn,Sarn,Sarn,Sarn,Bridgend County Borough,village
Q3398367,Sarn Mellteyrn,Sarn Meyllteyrn,Sarn Mellteyrn,Sarn Mellteyrn,Gwynedd,village
Q107032917,Sarn-bach,Sarn-bach,Sarn-bach,Sarn-bach,Gwynedd,village
Q20596168,Sarn-y-Bryn-Caled,Sarn-y-Bryn-Caled,,,Welshpool,hamlet
Q7424319,"Sarn, Powys",Sarn,Sarn,Sarn,Powys,village
Q13131213,Sarnau,Sarnau,Sarnau,Sarnau,Ceredigion,hamlet
Q13131209,Sarnau,Sarnau,Sarnau,Sarnau,Powys,hamlet
Q20596193,Sarnau,Sarnau,Sarnau,Sarnau,Powys,hamlet
Q13131214,Sarnau,Sarnau,Sarnau,Sarnau,Gwynedd,village
Q17485280,"Sarnau, Sir Gaerfyrddin",Sarnau,,,Newchurch and Merthyr,village
Q20596205,Sarnwen,Sarn-wen,Sarn-wen,Sarn-wen,Powys,hamlet
Q13131207,Saron,Saron,Saron,Saron,Denbighshire,human settlement
Q7424466,Saron,"Saron, Carmarthenshire",Saron,Saron,Carmarthenshire,village
Q20596219,"Saron, Caernarfon","Saron, Caernarfon",Saron,Saron,Gwynedd,hamlet
Q13131208,"Saron, Castell Newydd Emlyn",Saron,Saron,Saron,Carmarthenshire,village
Q3405190,Saundersfoot,Saundersfoot,Saundersfoot,Saundersfoot,Pembrokeshire,village
Q20596242,Saw Mill,Saw Mill,,,Powys,village
Q16540186,Scleddau,Scleddau,Scleddau,Scleddau,Pembrokeshire,community
Q18161650,Scoveston,Scoveston,,,Llanstadwell,village
Q20596316,Scrwgan,Scrwgan,,,Llangedwyn,village
Q107032918,Scurlage,Scurlage,Scurlage,Scurlage,City and County of Swansea,village
Q7440608,Sealand,Sealand,Sealand,Sealand,Flintshire,community
Q7442720,Sebastopol,Sebastopol,Sebastopol,Sebastopol,Torfaen,village
Q107032919,Seion,Seion,Seion,Seion,Gwynedd,village
Q3404686,Senghennydd,Senghenydd,Senghenydd,Senghenydd,Caerphilly County Borough,village
Q7456182,Sesswick,Sesswick,,,Wrexham County Borough,community
Q20596551,Sgethrog,Scethrog,Sgethrog,Sgethrog,Powys,hamlet
Q7534773,Sgeti,Sketty,Sgeti,Sketty,City and County of Swansea,suburb
Q107032920,Sgeti Isaf,Lower Sketty,Sgeti Isaf,Lower Sketty,City and County of Swansea,suburb
Q3396741,Sgiwen,Skewen,Sgiwen,Skewen,Neath Port Talbot County Borough,village
Q107032923,Sgwrfa,Sgwrfa,Sgwrfa,Sgwrfa,Blaenau Gwent County Borough,suburb
Q7461116,Shaftesbury,Shaftesbury,Shaftesbury,Shaftesbury,City of Newport,community
Q107074918,Shelf,Shelf,,,Bridgend County Borough,hamlet
Q106986825,Shipping,Shipping,Shipping,Shipping,Kilgetty/Begelly,village
Q2355142,Shotton,Shotton,Shotton,Shotton,Flintshire,town
Q107032924,Shwt,Shwt,Shwt,Shwt,Bridgend County Borough,hamlet
Q3403407,Sili,Sully,Sili,Sully,Vale of Glamorgan,village
Q24664276,Sili a Larnog,Sully and Lavernock,,,Vale of Glamorgan,community
Q7514896,Silian,Silian,Silian,Silian,Ceredigion,village
Q107032925,Siloh,Siloh,Siloh,Siloh,Carmarthenshire,hamlet
Q5561752,Silstwn,Gileston,Silstwn,Gileston,Vale of Glamorgan,village
Q65296982,Simpson,Simpson,Simpson,Simpson,Pembrokeshire,hamlet
Q107032926,Simpson Cross,Simpson Cross,Simpson Cross,Simpson Cross,Pembrokeshire,village
Q107032927,Singleton,Singleton,Singleton,Singleton,City and County of Swansea,human settlement
Q107032928,Singret,Singret,Singret,Singret,Wrexham County Borough,human settlement
Q85801358,Sirhywi,Sirhowy,Sirhywi,Sirhowy,Blaenau Gwent County Borough,village
Q107032929,Skerryford,Skerryford,Skerryford,Skerryford,Pembrokeshire,hamlet
Q20597921,"Slade, Sir Benfro",Slade,Slade,Slade,Pembrokeshire,hamlet
Q7539606,Slebets,Slebech,Slebets,Slebech,Pembrokeshire,hamlet
Q58357360,Sling,Sling,Sling,Sling,Gwynedd,hamlet
Q16034740,Sling,Sling,,,Anglesey,village
Q107032930,Slough,Slough,Slough,Slough,Monmouthshire,hamlet
Q20597978,Slough,Slough,,,Presteigne,hamlet
Q7547425,Snatchwood,Snatchwood,Snatchwood,Snatchwood,Torfaen,village
Q7547438,Snead,Snead,Snead,Snead,Powys,hamlet
Q107032933,Soar,Soar,Soar,Soar,City and County of Cardiff,hamlet
Q3402491,Soar,Soar,Soar,Soar,Gwynedd,hamlet
Q16103605,Soar,Soar,Soar,Soar,Anglesey,hamlet
Q20598074,"Soar, Powys",Soar,Soar,Soar,Powys,hamlet
Q13131488,Sodom,Sodom,,,Denbighshire,hamlet
Q1022259,Solfach,Solva,Solfach,Solva,Pembrokeshire,village
Q107032934,Solfach Isaf,Lower Solva,Solfach Isaf,Lower Solva,Pembrokeshire,suburb
Q107032935,Solfach Uchaf,Upper Solva,Solfach Uchaf,Upper Solva,Solva,suburb
Q7559940,Somerton,"Somerton, Newport",Somerton,Somerton,Newport,suburb
Q107032936,Sonlli,Sontley,Sonlli,Sontley,Wrexham County Borough,hamlet
Q7570735,Southerndown,Southerndown,Southerndown,Southerndown,Vale of Glamorgan,village
Q10969462,Southgate,Southgate,Southgate,Southgate,Ceredigion,village
Q24659608,Southgate,Southgate,Southgate,Southgate,,village
Q107032937,Southville,Southville,Southville,Southville,Torfaen,suburb
Q107032938,Spelter,Spelter,Spelter,Spelter,Bridgend County Borough,suburb
Q1009227,Spittal,Spittal,Spittal,Spittal,Pembrokeshire,village
Q7592957,St Dials,St Dials,St Dials,St Dials,Torfaen,suburb
Q7593395,St Illtyd,St Illtyd,,,Blaenau Gwent County Borough,hamlet
Q2184880,St Pierre,St Pierre,,,Monmouthshire,hamlet
Q20598416,St Twynnells,St Twynnells,,,Stackpole and Castlemartin,hamlet
Q7595549,"St. Thomas, Abertawe",St Thomas,St Thomas,St Thomas,City and County of Swansea,suburb
Q7600082,Stanleytown,Stanleytown,Stanleytown,Stanleytown,Rhondda Cynon Taf,village
Q61052260,Stanner,Stanner,,,Old Radnor,hamlet
Q7600202,Stansty,Stansty,,,Wrexham County Borough,village
Q7600507,Star,Star,Star,Star,Pembrokeshire,hamlet
Q20598480,Star,Star,Star,Star,Anglesey,village
Q107032939,Star Hill,Star Hill,Star Hill,Star Hill,Monmouthshire,territory
Q16011770,"Staylittle, Ceredigion",Staylittle,Staylittle,Staylittle,Ceredigion,hamlet
Q107032940,Stelvio,Stelvio,Stelvio,Stelvio,City of Newport,suburb
Q20598542,Stepaside,Stepaside,Stepaside,Stepaside,Powys,village
Q7608087,Stepaside,Stepaside,Stepaside,Stepaside,Pembrokeshire,village
Q7616060,Steynton,Steynton,Steynton,Steynton,Pembrokeshire,village
Q107032941,Stop-and-Call,Stop-and-Call,Stop-and-Call,Stop-and-Call,Pembrokeshire,suburb
Q7620664,Stow Hill,Stow Hill,,,Newport,district
Q107032942,Stow Park,Stow Park,Stow Park,Stow Park,City of Newport,suburb
Q16034738,Stryd-y-Facsen,Stryd-y-Facsen,,,Anglesey,village
Q107032944,Stryt-yr-hwch,Stryt-yr-hwch,Stryt-yr-hwch,Stryt-yr-hwch,Wrexham County Borough,human settlement
Q107032943,Strytlydan,Strytlydan,Strytlydan,Strytlydan,Wrexham County Borough,human settlement
Q10967145,Sudbrook,Sudbrook,Sudbrook,Sudbrook,Monmouthshire,village
Q107032945,Summer Hill,Summer Hill,Summer Hill,Summer Hill,City of Newport,suburb
Q7637593,Summerhill,Summerhill,Summerhill,Summerhill,Pembrokeshire,village
Q107032946,Summerleaze,Summerleaze,Summerleaze,Summerleaze,Monmouthshire,hamlet
Q7650198,Sutton,Sutton,,,Vale of Glamorgan,village
Q107032948,Sutton Green,Sutton Green,Sutton Green,Sutton Green,Wrexham County Borough,hamlet
Q20599290,"Sutton, Sir Benfro",Sutton,Sutton,Sutton,Pembrokeshire,hamlet
Q107032949,Swanbridge,Swanbridge,Swanbridge,Swanbridge,Vale of Glamorgan,hamlet
Q20599408,Swffryd,Swffryd,Swffryd,Swffryd,Blaenau Gwent County Borough,village
Q15963881,Swyddffynnon,Swyddffynnon,Swyddffynnon,Swyddffynnon,Ceredigion,hamlet
Q7659625,Sychdyn,Sychdyn,Sychdyn,Sychdyn,Flintshire,village
Q20599488,Sychtyn,Sychtyn,,,Powys,village
Q88775714,Sydallt,Sydallt,Sydallt,Sydallt,Wrexham County Borough,village
Q17328119,Sylen,Sylen,Sylen,Sylen,Carmarthenshire,hamlet
Q20599557,Synod Inn,Synod Inn,Post-mawr,Synod Inn,Ceredigion,hamlet
Q107032950,Tabor,Tabor,Tabor,Tabor,Dolgellau,hamlet
Q13131773,Tafarn-sbeit,Tavernspite,Tafarn-sbeit,Tafarn-sbeit,Pembrokeshire,village
Q107032952,Tafarn-y-bwlch,Tafarn-y-bwlch,Tafarn-y-bwlch,Tafarn-y-bwlch,Pembrokeshire,human settlement
Q7674923,Tafarn-y-Gelyn,Tafarn-y-Gelyn,,,Denbighshire,village
Q10968326,Tafarnau-bach,Tafarnaubach,Tafarnau-bach,Tafarnau-bach,Blaenau Gwent County Borough,village
Q20599696,Tafolog,Tafolog,,,Powys,village
Q107032953,Tafolwern,Tafolwern,Tafolwern,Tafolwern,Powys,hamlet
Q24662134,Tai-Bach,Tai-Bach,Tai-bach,Tai-bach,Neath Port Talbot County Borough,community
Q16011772,Tai-gwynion,Taigwynion,Taigwynion,Taigwynion,Ceredigion,village
Q16034736,Tai-Hirion,Tai-Hirion,,,Isle of Anglesey,human settlement
Q107032955,Tai-nant,Tai-nant,Tai-nant,Tai-nant,Wrexham County Borough,hamlet
Q20599762,Tai'r Bull,Tai'r Bull,,,Glyn Tarell,village
Q107032956,Tai'r-gwaith,Tai'r-gwaith,Tai'r-gwaith,Tai'r-gwaith,Neath Port Talbot County Borough,village
Q107032957,Tai'rheol,Tai'rheol,Tai'rheol,Tai'rheol,Caerphilly County Borough,village
Q107032959,Tai'rysgol,Tai'rysgol,Tai'rysgol,Tai'rysgol,City and County of Swansea,suburb
Q107032954,Taimorfa,Taimorfa,Taimorfa,Taimorfa,Gwynedd,human settlement
Q58482827,Tair Onnen,Tair Onnen,,,Vale of Glamorgan,hamlet
Q107032958,Taironnen,Taironnen,Taironnen,Taironnen,City and County of Swansea,territory
Q3398858,Tal-y-bont,Talybont,Tal-y-bont,Tal-y-bont,Llanllechid,village
Q3398810,Tal-y-bont,Tal-y-bont,Tal-y-bont,Tal-y-bont,Ceredigion,village
Q7678687,Tal-y-bont,Tal-y-bont,Tal-y-bont,Tal-y-bont,Conwy County Borough,village
Q3402540,Tal-y-bont,Talybont,Tal-y-bont,Tal-y-bont,Gwynedd,village
Q20599925,Tal-y-bont,Tal-y-bont,,,Trewern,hamlet
Q7680426,Tal-y-bont ar Wysg,Tal-y-bont on Usk,Tal-y-bont ar Wysg,Talybont-on-Usk,Powys,village
Q5003067,"Tal-y-bont, Maldwyn",Buttington,Tal-y-bont,Buttington,Powys,village
Q3400753,Tal-y-cafn,Tal-y-Cafn,Tal-y-cafn,Tal-y-cafn,Conwy County Borough,village
Q7678684,Tal-y-llyn,Tal-y-llyn,Tal-y-llyn,Tal-y-llyn,Gwynedd,village
Q107032965,Tal-y-llyn,Tal-y-llyn,Tal-y-llyn,Tal-y-llyn,Powys,human settlement
Q7678685,Tal-y-llyn,Tal-y-llyn,,,Anglesey,village
Q13131732,Tal-y-waun,Talywain,Tal-y-waun,Tal-y-waun,Torfaen,village
Q20599937,Tal-y-Wern,Tal-y-Wern,Tal-y-wern,Tal-y-wern,Powys,hamlet
Q1965490,Talacharn,Laugharne,Lacharn,Laugharne,Laugharne Township,town
Q13131735,Talachddu,Talachddu,Talachddu,Talachddu,Powys,village
Q7678779,Talacre,Talacre,Talacre,Talacre,Flintshire,village
Q107032961,Talardd,Talardd,Talardd,Talardd,Gwynedd,hamlet
Q20599953,Talbenni,Talbenny,Talbenny,Talbenny,Pembrokeshire,hamlet
Q7679221,Talerddig,Talerddig,Talerddig,Talerddig,Powys,hamlet
Q7679437,Talgarreg,Talgarreg,Talgarreg,Talgarreg,Ceredigion,village
Q631340,Talgarth,Talgarth,Talgarth,Talgarth,Powys,town
Q13131743,Taliaris,Taliaris,Taliaris,Taliaris,Carmarthenshire,territory
Q107032962,Tallistown,Tallistown,Tallistown,Tallistown,Blaenau Gwent County Borough,human settlement
Q13131748,Talog,Talog,Talog,Talog,Carmarthenshire,village
Q15987581,"Talsarn, Ceredigion",Talsarn,Tal-sarn,Tal-sarn,Ceredigion,village
Q7680325,Talsarnau,Talsarnau,Talsarnau,Talsarnau,Gwynedd,village
Q107032963,Talweunydd,Talweunydd,Talweunydd,Talweunydd,Gwynedd,hamlet
Q7680421,Talwrn,Talwrn,Talwrn,Talwrn,Anglesey,village
Q107032964,Talwrn,Talwrn,Talwrn,Talwrn,Wrexham County Borough,village
